BeerName,BreweryName,BreweryRegion,BeerStyle,BeerStyleRank,BeerABV,BeerScore,BeerScoreRank,BeerAvg,BeerReviews,BeerRating,BeerWants,BeerGots,BeerNotes
Rye’t Sprucey Old Elf 2020,Weston Brewing Company & O'Malley's Pub,"Missouri, United States",Imperial Pilsner,Not Given,0.0,Not Given,Not Given,4.0,0,1,0,0,None
Superswell,Pelican Pub & Brewery,"Oregon, United States",Imperial Pilsner,Not Given,7.4,Not Given,Not Given,3.86,4,1,0,0,None
Imperial Small Arms Dealer,Broken Bow Brewery,"New York, United States",Imperial Pilsner,Not Given,8.0,Not Given,Not Given,3.87,3,5,0,0,Imperial version of our Small Arms Dealer Pilsner.
5th Beeriversary,Obec Brewing,"Washington, United States",Imperial Pilsner,Not Given,8.4,Not Given,Not Given,4.25,0,1,0,0,None
Reap What You Sow,Imprint Beer Company,"Pennsylvania, United States",Imperial Pilsner,Not Given,6.5,Not Given,Not Given,3.86,1,0,0,0,None
Pound of Feathers,Icarus Brewing Company,"New Jersey, United States",Imperial Pilsner,Not Given,7.1,Not Given,Not Given,3.59,1,1,0,1,None
ÜberQuell Lieblings Imperial Lager,ÜberQuell Brauwerkstätten,Germany,Imperial Pilsner,Not Given,5.6,Not Given,Not Given,3.43,1,1,0,0,None
Swalty Malty,Dorchester Brewing Company,"Massachusetts, United States",Imperial Pilsner,Not Given,7.1,Not Given,Not Given,3.81,1,0,0,0,None
Mystery Pils,Dogfish Head Craft Brewery,"Delaware, United States",Imperial Pilsner,Not Given,5.3,Not Given,Not Given,3.59,0,1,0,0,None
99 Ways,Shortway Brewing Co.,"North Carolina, United States",Imperial Pilsner,Not Given,7.7,Not Given,Not Given,4.0,1,0,0,0,None
Day Wrecker,Flying Heart Brewing,"Louisiana, United States",Imperial Pilsner,Not Given,10.1,Not Given,Not Given,3.87,0,2,0,0,None
Genever & Gen,Solemn Oath Brewery,"Illinois, United States",Imperial Pilsner,Not Given,0.0,Not Given,Not Given,0.0,0,0,0,0,"Humans have been combining juniper and alcohol since the first century and now it's on us to carry that torch. This release is a Gin Barrel-Aged Pilsner, a unique approach to wood-aging and a beer designed to give you a purer spirit than ever before.Released as part of the Old Order 2021"
DIPLomacy,Lenny Boy Brewing Co.,"North Carolina, United States",Imperial Pilsner,Not Given,8.3,Not Given,Not Given,3.65,0,1,0,0,Double IPL brewed with Azacca and Cashmere hops
Imperial Guard Pilsner,Tall Tales Brewing Company,"Maryland, United States",Imperial Pilsner,Not Given,8.9,Not Given,Not Given,3.74,1,0,0,0,None
Passionfruit Pear Pilsner,Sobel's Obscure Brewery,"Pennsylvania, United States",Imperial Pilsner,Not Given,7.0,Not Given,Not Given,4.0,1,0,0,0,None
Inconceivable,Lumberbeard Brewing,"Washington, United States",Imperial Pilsner,Not Given,7.0,Not Given,Not Given,3.78,1,0,0,0,None
Crazy Brewski Imperial Pils,Rinkuškiai,Lithuania,Imperial Pilsner,24,15.0,61,30664,2.44,32,67,1,25,None
Missouri Loves Company,KC Bier Co.,"Missouri, United States",Imperial Pilsner,Not Given,7.5,Not Given,Not Given,3.77,1,0,1,0,None
Blitzkreig,Susquehanna Brewing Company,"Pennsylvania, United States",Imperial Pilsner,Not Given,8.3,Not Given,Not Given,4.5,0,1,0,0,None
Orange Blossom Pilsner 2,Orange Blossom Brewing Co.,"Florida, United States",Imperial Pilsner,23,11.0,79,28628,3.42,19,61,5,18,"Half the water. Twice the awesome.When you brew coffee using only half the water, you get a pretty potent pot of java, right? Which got us thinking, why not try that with beer? So we took our original Orange Blossom Pilsner, cut the water and voi-frickin’-la: pot o’ awesome sauce we call OBP2. A double dose of all-natural ingredients, including real Orange Blossom Honey. No refined sugar. It’s the bee’s knees, brahs."
Deathbound,Round Guys Brewing Company,"Pennsylvania, United States",Imperial Pilsner,Not Given,7.6,Not Given,Not Given,3.78,2,0,0,0,None
Tilted Smile Imperial Pilsner,Uinta Brewing Company,"Utah, United States",Imperial Pilsner,21,9.0,82,26768,3.61,124,202,14,43,"Tilted Smile breaks away from the crowd. Big in alcohol, yet approachable and versatile. Confidently balanced with Saaz hops and 100% Pilsen malt. Crisp and delightfully carbonated.30 IBU"
Cactus Whacked-Us,Dewey Beer Co.,"Delaware, United States",Imperial Pilsner,Not Given,7.2,Not Given,Not Given,4.05,3,3,0,1,None
Hitachino Nipponia Zymatore,Kiuchi Brewery,Japan,Imperial Pilsner,Not Given,6.5,Not Given,Not Given,4.14,0,3,0,0,None
LIT,Noon Whistle Brewing,"Illinois, United States",Imperial Pilsner,Not Given,8.6,Not Given,Not Given,3.97,1,1,0,0,None
Virunga Gold,Brasserie des Mille Collines (Unibra),Rwanda,Imperial Pilsner,Not Given,6.5,Not Given,Not Given,2.78,1,0,0,0,None
Pollux,Pitt Street Brewing Company,"North Carolina, United States",Imperial Pilsner,Not Given,11.5,Not Given,Not Given,0.0,0,0,0,0,None
Brewer's Wings,Ever Grain Brewing Co.,"Pennsylvania, United States",Imperial Pilsner,Not Given,7.0,Not Given,Not Given,0.0,0,0,0,0,A collaborative brew with the folks from Icarus Brewing in New Jersey. Imperial Pilsner with Lorien hops. Flavors and aromas of tangy fresh fruit and the feeling of a summer meadow near a cold mountain stream.
Feels Good Imperial Pilsner,Picaroons Traditional Ales,"New Brunswick, Canada",Imperial Pilsner,14,7.5,85,22387,3.74,12,24,0,8,"Picaroons recipes evolve due to experimentation. here's an example makeup for this beer:Grain: Weyermann Bohemian Floor Pilsner Malt, Vienna Malt, Munich 1 malt, Malted wheat, Canadian 2-row barley.Hops: Hersbrucker, Hallertau Perle and Saaz.Other: Irish Moss, yeast nutrient, gypsum, Ringwood yeast, water (pH 4.85)."
Feeling Saazy,Amber Ox Public House,"Virginia, United States",Imperial Pilsner,Not Given,10.0,Not Given,Not Given,3.59,0,1,0,0,None
Avoiding Humans,Ghostface Brewing,"North Carolina, United States",India Pale Lager (IPL),Not Given,5.8,Not Given,Not Given,3.55,0,1,0,0,None
I Luv That For U,Vennture Brew Co.,"Wisconsin, United States",India Pale Lager (IPL),Not Given,6.2,Not Given,Not Given,4.39,1,0,1,0,Nelson and Mosaic hops. Cold Style. No knives used.
Party Suit,Long Live Beerworks,"Rhode Island, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.75,0,1,0,0,None
Fuku wa Uchi Session India Pale Lager,Onidensetsu Ji-Beer,Japan,India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,4.0,0,1,0,0,None
South Island Squeeze,Mayflower Brewing Company,"Massachusetts, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,3.56,1,3,0,0,"New Zealand grown hops: Motueka, Waimea & Kohatu."
Foolish Notion,Ramblebine Brewing Company,"Colorado, United States",India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,4.27,1,0,0,0,None
Dream Pop,Bog Brewing Company,"Florida, United States",India Pale Lager (IPL),Not Given,6.9,Not Given,Not Given,4.04,0,1,0,0,None
Double IPL,von Trapp Brewing,"Vermont, United States",India Pale Lager (IPL),8,8.0,90,8418,4.07,25,52,4,6,"This India Pale Lager infuses the complexity of our lagers with the addition of AmericanWest Coast hops. Simcoe Hops provide a pronounced piney aroma, while the Amarillo Hops provide the citrus-like aroma. A perfect harmony in a classic rendition of this new-school style.55 IBU"
Dry Hop January - Australian IPL,La Source Beer Co,Belgium,India Pale Lager (IPL),Not Given,6.4,Not Given,Not Given,3.83,0,3,0,0,None
Locomotora,Sabotage,Russian Federation,India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.5,0,1,0,0,None
Centennial IPL,Riggs Beer Company,"Illinois, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,0.0,0,0,0,0,"Centennial Hops are awesome. One of only a few “dual purpose” hops, Centennial has both a powerful bitterness and an amazing aroma. And here at Riggs, some of our favorite IPAs from other breweries are brewed exclusively with Centennial Hops. So, after very little deliberation, we decided to brew an all Centennial hopped version of IPL. The nose of this beer is classic Centennial: Grapefruit and Pine. Its strong bitterness (55 IBUs) is balanced by just the right amount malt sweetness. IBU: 55Grain: 2 Row, Riggs Corn, CaraAmber, AcidulatedBoil Hops: CentennialDry Hops: Centennial"
Eat the Hop IPL,Hop Kotan Brewing,Japan,India Pale Lager (IPL),Not Given,6.3,Not Given,Not Given,4.25,0,1,0,0,None
Seaworthy,Oxbow Brewing Company,"Maine, United States",India Pale Lager (IPL),13,6.5,90,10245,4.08,11,8,0,2,Seaworthy is a pale lager dry-hopped with Centennial and Amarillo hops.
Double Mmmkay,Short's Brewing Company,"Michigan, United States",India Pale Lager (IPL),Not Given,8.9,Not Given,Not Given,3.94,1,8,0,0,"Easy drinking refreshment of a lager hi-fives the citrus-to-bitter pairing of a really great IPA in your everyday IPL, like the original MMMKay. But this here? This is MMMKay. Bigger. Bolder. Bitter-er. Expect to be greeted with copious amounts of guava, orange, lemon and grapefruit pith that then shifts to a bold shock of intense, earthy, resinous-pine bitterness. Made for the 2021 Super Hoppy Holidays Variety Pack, and ready to punch your tastebuds."
Crispi,Arbeiter Brewing,"Minnesota, United States",India Pale Lager (IPL),Not Given,6.2,Not Given,Not Given,3.77,1,0,0,0,None
Marz IPL,Marz Community Brewing,"Illinois, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.88,0,2,0,0,None
Retrograde Orbit,Bottle Logic Brewing,"California, United States",India Pale Lager (IPL),Not Given,6.1,Not Given,Not Given,3.62,0,3,0,0,None
Mežpils Apiņotais,Aldaris,Latvia,India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,3.5,0,1,0,0,None
Landrace Lager,Free Reign Brewing Co.,"South Carolina, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,0.0,0,0,0,0,None
Be Patient,Anchorage Brewing Company,"Alaska, United States",India Pale Lager (IPL),18,8.4,89,12258,4.02,7,12,1,0,"Patience is what we had on this one, took 3 months!!! This is our version of a Double India Pale Lager. Brewed and DDH with Strata and Citra hops. Double decoction mash and lagered for 2 months."
Irresistible Delicious,Providence Brewing Company,"Rhode Island, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,4.63,2,0,1,2,None
Samuel Adams Ella Blanc IPL,Boston Beer Company (Samuel Adams),"Massachusetts, United States",India Pale Lager (IPL),41,6.0,84,23268,3.74,69,128,2,54,None
6. (Experimental Series) - West Coast India Pale Lager,Stickman Brews,"Pennsylvania, United States",India Pale Lager (IPL),Not Given,6.2,Not Given,Not Given,3.77,1,0,0,0,None
Excess IPL,Jack's Abby Brewing,"Massachusetts, United States",India Pale Lager (IPL),4,7.2,94,2619,4.22,91,384,29,110,"We’re celebrating hop-mania with our outrageously hoppy lager, Excess IPL. Various methods of hopping throughout the brewing and lagering process maximize the aromas. With bold hop aromatics and flavors, this India Pale Lager is packed to the brim with intense hop goodness.80 IBUs"
Mosaic DDH Lager,Ellison Brewery & Spirits,"Michigan, United States",India Pale Lager (IPL),Not Given,4.25,Not Given,Not Given,4.14,0,1,0,0,None
Don't Be Fooled,Hello Friend Beer,"California, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,4.18,1,0,0,0,Strata wet hopped lager.
Some Of My Best Friends Are Lagers,Humboldt en Gauss,Belgium,India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.69,0,1,0,0,None
Gosse on the Loose,Goose Island Beer Co.,"Illinois, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.38,1,0,0,0,None
Cali Gold,Seventh Son Brewing Co.,"Ohio, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,4.08,2,2,1,1,None
Fusilier Lager,Lochiel Brewing,"Arizona, United States",India Pale Lager (IPL),Not Given,4.5,Not Given,Not Given,0.0,0,0,0,0,None
Citra Rising,Sudwerk Brewing Company,"California, United States",India Pale Lager (IPL),Not Given,6.6,Not Given,Not Given,3.82,1,2,0,0,None
Great Swedish Beer Festival (2021),Remmarlöv Gårdsbryggeri,Sweden,India Pale Lager (IPL),Not Given,5.6,Not Given,Not Given,3.83,1,1,0,0,Rye lager brewed in collaboration with Dugges and Stockholm Brewing.
Yellow Adder IPL,7 Locks Brewing,"Maryland, United States",India Pale Lager (IPL),Not Given,5.1,Not Given,Not Given,4.02,1,0,0,0,None
Nelson Modern Dry Hopped Lager,Stone Barrel Brewing Company,Ireland,India Pale Lager (IPL),Not Given,4.7,Not Given,Not Given,3.56,1,1,0,0,None
Easy Beat,Union Station Brewery,"Rhode Island, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Crafty Lager,Dreamer Brewing,Greece,India Pale Lager (IPL),Not Given,4.7,Not Given,Not Given,4.5,1,0,0,0,None
IPL Vic Secret Ekuanot,Cloudwater Brew Co.,"England, United Kingdom",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.89,3,0,0,0,None
Metal Bridge,FrinGe Brewing,"Washington, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,3.62,0,1,0,0,None
Kiwi Rising - Double IPL,Jack's Abby Brewing,"Massachusetts, United States",India Pale Lager (IPL),1,8.5,96,1155,4.31,221,1345,354,258,"This is an intensely hoppy and strong lager that we refer to as a Double India Pale Lager. Over four pounds of hops per BBL of New Zealand hops (Kiwi Hops) were used in progressively larger hop additions throughout the brewing process. Four kettle hop additions, whole leaf hops in the hop back, and multiple dry hop additions infuse an intense floral and citrusy aroma. No kiwifruit or kiwi birds were used in the production of this beer."
The Cold Parts,Fieldwork Brewing Co.,"California, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,4.11,1,0,0,0,"For The Cold Parts we took a classic American Adjunct Lager grain bill and inflated it to IPA size, hopped it with Citra and Mosaic, then sent it to the fermenter at normal Lager temp with the jackets off to let it get exothermic and rip up to warmer temps. Lastly we treated it like a normal IPA, dry-hopped it with a bunch more Citra and Mosaic, and sent it to take a nap in the brite tank till it’s ready to intoxicate noses with its profile of fresh squeezed oranges, passion fruit, lemon zest, white wine grape, mango, summer melon, and a skosh of prime kush. Gatekeeping styles be damned, the more reasons to brew beers with Lager yeast the better, and in the case of The Cold Parts, we think we absolutely got the best of both worlds."
India Pale Lager,Six Ten Brewing,"Florida, United States",India Pale Lager (IPL),Not Given,6.3,Not Given,Not Given,3.85,1,0,0,0,None
Happy  Logger,Ursa Minor Brewing,"Minnesota, United States",India Pale Lager (IPL),Not Given,4.3,Not Given,Not Given,0.0,0,0,0,0,None
Soulitude,Sudwerk Brewing Company,"California, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.86,1,1,0,0,"Hops: Citra, Mosaic, and Lemon Drop."
Roslyn IPL,Roslyn Brewing,"Washington, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
Jon Doe,Whitestone Brewery,"Texas, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.99,0,1,0,0,None
Sandhill Summer Lager,Kishwaukee Brewing,"Illinois, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,4.05,1,1,0,0,None
L'Apesanteur - V3 NEIPL,L'Octant-Microbrasserie Inc.,"Quebec, Canada",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.75,0,1,0,0,None
Eriksberg Prima,Carlsberg Sverige AB,Sweden,India Pale Lager (IPL),Not Given,4.7,Not Given,Not Given,3.59,1,1,0,0,None
Bunny Slope,Basqueland Brewing Project,Spain,India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,3.84,0,1,0,0,None
Artillery X,Amager Bryghus,Denmark,India Pale Lager (IPL),Not Given,4.67,Not Given,Not Given,4.25,0,1,0,0,None
Hydration Break,Insight Brewing,"Minnesota, United States",India Pale Lager (IPL),Not Given,5.1,Not Given,Not Given,3.5,0,1,0,0,None
Deep Fried,Drumconrath Brewing Company,"North Dakota, United States",India Pale Lager (IPL),Not Given,5.3,Not Given,Not Given,0.0,0,0,0,0,None
IPL,Freedom Brewery Ltd,"England, United Kingdom",India Pale Lager (IPL),Not Given,4.0,Not Given,Not Given,3.29,1,0,0,0,None
La Cadence,Brasseurs Du Nord Inc.,"Quebec, Canada",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.72,1,0,0,0,None
Patchwork IPL,Commonhouse Aleworks,"South Carolina, United States",India Pale Lager (IPL),Not Given,5.3,Not Given,Not Given,0.0,0,0,0,0,None
Lager of Love,Berkeley Springs Brewing,"West Virginia, United States",India Pale Lager (IPL),Not Given,5.3,Not Given,Not Given,2.81,1,0,0,0,None
Otso's IPL,Sisu Beer,"Oregon, United States",India Pale Lager (IPL),Not Given,7.2,Not Given,Not Given,0.0,0,0,0,0,None
Dry Hopped Lager,Sawyer Brewing Company,"South Dakota, United States",India Pale Lager (IPL),Not Given,4.5,Not Given,Not Given,4.0,0,1,0,0,None
Coin Flip,Local Group Brewing,"Texas, United States",India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,3.73,0,1,0,0,None
Hopyard,The Explorium Brewpub,"Wisconsin, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,3.71,0,1,0,0,None
LandSpeeder Lager,Dakota Point Brewing,"South Dakota, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,0.0,0,0,0,0,None
Black IPL,Buddelship Brauerei GmbH,Germany,India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,4.0,0,2,0,0,None
Feel Like I Do,Two Villains Brewing,"New York, United States",India Pale Lager (IPL),Not Given,5.6,Not Given,Not Given,3.83,0,2,0,0,"Collaboration with Non Sequitur Beer ProjectBrewed with our besties from Non-Sequitur. This Juicy IPL was dry hopped twice with Strata+Wakatu. Notes of Tropicana OJ and mixed stone fruit. Dry, juicy and crushable!"
Up Is Down,Miel Brewery & Taproom,"Louisiana, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,0.0,0,0,0,0," An India Pale Lager (IPL) double dry-hopped with Citra, El Dorado, Styrian Golding, and Mandarina Bavaria. In it's heart, it's a dry, crushable pilsner, but the hops bring the party with pineapple, citrus, passion fruit and stone fruit aromatics. Brewed in collaboration with the lager professionals at Parleaux Beer Lab, we exclusively used hops that were grown in the Northern Hemisphere. This beer's twin was dry-hopped with hops only found in the Southern Hemisphere and can be found at Parleaux Beer Lab."
Mass Rising,Jack's Abby Brewing,"Massachusetts, United States",India Pale Lager (IPL),2,8.0,94,2115,4.24,218,1347,113,278,"In the spirit of our local history we are revolting against the status quo. We are writing our own story by fueling the fire surrounding extra hoppy beers. We infuse Mass Rising with increasing amounts of American hops during the kettle, hopbock and dry hopping processes. Together, we have taken a journey to redefine the term 'lager.'IBUs 100 IBU"
Spazzin' Out In The Basement,Hoof Hearted Brewing,"Ohio, United States",India Pale Lager (IPL),26,7.2,88,15674,3.92,8,17,1,0,None
Soproni Óvatos Duhaj Hoplager,Brau Union Hungária Sörgyárak / Soprony Brewery,Hungary,India Pale Lager (IPL),Not Given,4.5,Not Given,Not Given,3.78,1,0,0,0,None
Sucker Punch -Sativa,Arbeiter Brewing,"Minnesota, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Glass Key,Shared Brewing,"Missouri, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,4.23,2,2,0,0,"India Pale Lager brewed with Nelson, Motueka & Cascade hops"
Chics Types,5e Baron - Microbrasserie,"Quebec, Canada",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.53,1,2,0,0,None
Different but Same Same,Sapwood Cellars,"Maryland, United States",India Pale Lager (IPL),Not Given,7.3,Not Given,Not Given,4.38,1,1,0,0,None
Curtain Up,Swiftwater Brewing Company,"New York, United States",India Pale Lager (IPL),Not Given,6.2,Not Given,Not Given,3.94,1,0,0,0,"""All stories are love stories""(1). We at Swiftwater love lagers and a clear beer every now and again, so we put a spin on the recipe with lager yeast. Our batch of Curtain Up is designed to taste juicy with Citra, Azzacca, Centennial and Mosiac hops and an ensemble cast of flaked oats, wheat and barley for a soft finish. It's like Beckett, there are no words, no dialogue, it's just beer.1 Wilson, Robert McLiam. Eureka Street. Secker & Warburg, 1996We teamed up with The Happy Hour Guys and breweries nationwide to raise awareness about the live performance industry which has been decimated by COVID-19. This beer will raise funds for The Actors Fund and Baltimore Center Stage to aid workers in the industry suffering from the shutdown."
Below,Ocelot Brewing Company,"Virginia, United States",India Pale Lager (IPL),Not Given,8.0,Not Given,Not Given,4.16,0,2,0,0,None
Smash Hits,Stray Dog Brewing,"Ontario, Canada",India Pale Lager (IPL),Not Given,4.4,Not Given,Not Given,3.5,0,1,0,0,None
The Simulation,Unbranded Brewing Company,"Florida, United States",India Pale Lager (IPL),Not Given,7.5,Not Given,Not Given,0.0,0,0,0,0,None
Park Pass,Burgeon Beer Company,"California, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,3.5,0,1,0,0,"Hoppy Lager brewed in collaboration with Highland Park Brewery. Hopped with Nelson, Citra & Saphir and lagered to crisp, hoppy perfection!"
Kevin's Mom,No Label Brewing Company,"Texas, United States",India Pale Lager (IPL),Not Given,6.3,Not Given,Not Given,0.0,0,0,0,0,None
Make Way,Hopewell Brewing Co.,"Illinois, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,3.61,1,1,0,0,None
Mic Check Series,Wake Brewing,"Illinois, United States",India Pale Lager (IPL),Not Given,4.8,Not Given,Not Given,4.25,0,1,0,0,None
Pistonhead X-Edition,Spendrups Bryggeri AB,Sweden,India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.12,0,2,0,0,None
Song Of Spring (2022),Hill Farmstead Brewery,"Vermont, United States",India Pale Lager (IPL),Not Given,5.6,Not Given,Not Given,3.92,3,4,0,0,"The 2022 edition of Song Of Spring is reborn as a hoppy pale lager brewed with Motueka™ hops from Freestyle Farms, our agricultural partner in Upper Moutere, New Zealand; Cascade, grown by nearby Whitefield Hop Yards in Hardwick; and Crystal, grown by Champlain Valley Hops in Starksboro, Vt."
"Comfort Zone: Simcoe, Talus Cryo",Bereta Brewing Co.,Romania,India Pale Lager (IPL),Not Given,4.9,Not Given,Not Given,4.0,0,1,0,0,None
Theodor Schiøtz Anarkist Crisp'n'Cool,Royal Unibrew A/S,Denmark,India Pale Lager (IPL),Not Given,6.4,Not Given,Not Given,3.52,0,1,0,0,None
You Stole My U-Boats,Oviedo Brewing Company,"Florida, United States",India Pale Lager (IPL),Not Given,6.6,Not Given,Not Given,0.0,0,0,0,0,None
Welcome to the 'Keet Corral,Green Cheek Beer Company,"California, United States",India Pale Lager (IPL),Not Given,6.7,Not Given,Not Given,4.18,1,1,0,0,None
"Comfort Zone: Strata, Mosaic",Bereta Brewing Co.,Romania,India Pale Lager (IPL),Not Given,4.9,Not Given,Not Given,3.5,0,1,0,0,None
Plausible Deniability,Fort Walton Brewing Company,"Florida, United States",India Pale Lager (IPL),Not Given,4.8,Not Given,Not Given,4.85,0,1,0,0,None
A Lager Of Their Own,Lone Pine Brewing Company,"Maine, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,4.0,0,1,0,0,"Brewed in partnership with Pink Boots Society of Maine, an organization dedicated to empowering women in the brewing industry. This hoppy lager is grounded in German tradition, while showcasing the Pink Boots Society custom hop blend. A portion of sales will directly benefit the Pink Boots organization."
Co-Pilot: Chill Haze,Jack's Abby Brewing,"Massachusetts, United States",India Pale Lager (IPL),Not Given,8.0,Not Given,Not Given,0.0,0,0,0,0,"We’re working on some new techniques to bring the beautifully tropical flavors of NEIPA to Lager Land. Fruit and tropical notes dominate the aroma and initial flavor and then give way to the crisp, refreshing finish of a well-made lager. Those of you familiar with our rising series will note this as the evolution of that style."
Sabrotage,Townshend Brewery,New Zealand,India Pale Lager (IPL),Not Given,6.8,Not Given,Not Given,2.91,0,1,0,0,None
State of the Art - New Zealand Pilsner,Industrial Arts Brewing Company,"New York, United States",India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,4.07,2,2,0,0,None
Little Guy,White Rock Alehouse & Brewery,"Texas, United States",India Pale Lager (IPL),Not Given,4.0,Not Given,Not Given,0.0,0,0,0,0,None
Lager - Nelson Sauvin,Pub BreWskey,"Quebec, Canada",India Pale Lager (IPL),Not Given,4.7,Not Given,Not Given,3.9,0,1,0,0,None
6th Anniversary - West Coast Pilsner,Temescal Brewing,"California, United States",India Pale Lager (IPL),Not Given,5.6,Not Given,Not Given,4.11,1,0,0,0,None
Ters Köşe,Gara Guzu,Turkey,India Pale Lager (IPL),Not Given,5.0,Not Given,Not Given,3.61,0,1,0,0,None
Crispy People IPL,Benchtop Brewing Company,"Virginia, United States",India Pale Lager (IPL),Not Given,6.0,Not Given,Not Given,4.1,0,1,0,0,None
Neon Cowboy,Heirloom Rustic Ales,"Oklahoma, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Trail Head IPL,Revelation Craft Brewing Company,"Delaware, United States",India Pale Lager (IPL),Not Given,6.8,Not Given,Not Given,4.01,1,2,0,0,India Pale Lager
La Chasse-Neige,Microbrasserie La Chasse-Pinte,"Quebec, Canada",India Pale Lager (IPL),Not Given,3.8,Not Given,Not Given,3.75,1,0,0,0,None
Prairie Madness Lager,Hailstorm Brewing Co.,"Illinois, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,3.5,1,0,0,0,None
Hand Truck Fuel,Ascension Brewing Company,"Michigan, United States",India Pale Lager (IPL),Not Given,6.8,Not Given,Not Given,0.0,0,0,0,0,Cold IPA brewed with pilsner malt and flaked rice for a dry backbone. Fermented with our house lager strain and dry hopped with Mosaic.
Nelson Easy,Golden Bear Brewing Company,New Zealand,India Pale Lager (IPL),Not Given,4.7,Not Given,Not Given,3.14,0,1,0,0,None
Frozen Flag,Narrow Gauge Brewing Company,"Missouri, United States",India Pale Lager (IPL),Not Given,7.0,Not Given,Not Given,4.18,1,2,0,0,"Our next version of a cold IPA. This time we brewed up Fallen Flag and fermented it with a lager yeast strain. After the bulk of fermentation was complete, this beer was dry-hopped with Citra and Mosaic hops and cold conditioned for an additional two weeks."
MMMKAY,Short's Brewing Company,"Michigan, United States",India Pale Lager (IPL),24,5.0,88,15189,3.92,28,195,9,38,None
Taphouse Waves,Stonehooker Brewing Company,"Ontario, Canada",India Pale Lager (IPL),Not Given,4.5,Not Given,Not Given,3.74,0,1,0,0,Dry Hopped Kveik Lager
Downstream Dream,Ramblebine Brewing Company,"Colorado, United States",India Pale Lager (IPL),Not Given,5.5,Not Given,Not Given,4.25,1,0,0,0,None
Griffin Bastion,Selfmade Brewery,Russian Federation,India Pale Lager (IPL),Not Given,7.7,Not Given,Not Given,3.25,0,1,0,0,None
#nolimesneeded,Bootleggers Brewing Co.,"Florida, United States",India Pale Lager (IPL),Not Given,3.8,Not Given,Not Given,0.0,0,0,0,0,None
Sail Into The West,Sapwood Cellars,"Maryland, United States",India Pale Lager (IPL),Not Given,5.2,Not Given,Not Given,3.93,1,0,0,0,New Zealand Pilsner with added Sauvignon Blanc grape juice added.
Pool Noodle Fight,Duneyrr Artisan Fermenta Project and Moderne Dune,"Illinois, United States",India Pale Lager (IPL),Not Given,5.6,Not Given,Not Given,3.84,0,1,0,0,None
Hop Smell IPL,Well 80 Brewhouse,"Washington, United States",India Pale Lager (IPL),Not Given,6.5,Not Given,Not Given,3.96,1,0,0,0,None
Snake Line,3 Floyds Brewing Co.,"Indiana, United States",India Pale Lager (IPL),Not Given,5.8,Not Given,Not Given,0.0,0,0,0,0,"In solidarity with those brave few who’ve earned the mark, we introduce our newest pilot brew - Snake Line. This Intercontinental Pale Lager is a refreshing, dry summer quencher that leaves a fizzy lingering bitterness from its boatload of hops."
